ID	CONTROL_TYPE	miRNA_ID	GENE_NAME	ACCESSION_STRING	CHROMOSOMAL_LOCATION	SPOT_ID
A_25_P00011795	-1.563321633
A_25_P00011796	0.166487501
A_25_P00011797	0.147719349
A_25_P00011798	-0.192563175
A_25_P00011799	-0.247866686
A_25_P00011800	-6.153780402
A_25_P00011801	
A_25_P00011802	-2.592905636
A_25_P00011803	-1.513772889
A_25_P00011804	-1.259147731
A_25_P00011805	-2.569315791
A_25_P00011806	-1.263796038
A_25_P00011807	-3.954907358
A_25_P00011808	6.212698516
A_25_P00011809	5.029183883
A_25_P00011810	5.864521656
A_25_P00011811	3.956841074
A_25_P00011812	1.237852518
A_25_P00011813	1.115705088
A_25_P00011814	-0.337489511
A_25_P00011815	-1.512405814
A_25_P00011816	-2.937682157
A_25_P00011817	-1.755310432
A_25_P00011818	-1.872707867
A_25_P00011819	-3.233135406
A_25_P00011820	
A_25_P00011821	-1.507236859
A_25_P00011822	-0.938392258
A_25_P00011823	-2.29260617
A_25_P00011824	
A_25_P00011825	-3.644562401
A_25_P00011826	-1.700072659
A_25_P00011827	-1.281234875
A_25_P00011828	-2.931652701
A_25_P00011829	-1.259348744
A_25_P00011830	-1.174164471
A_25_P00011831	-1.847038797
A_25_P00011832	-1.19044957
A_25_P00011833	-2.542351875
A_25_P00011834	-2.431138249
A_25_P00011835	-4.213177774
A_25_P00011836	-1.90233819
A_25_P00011837	-3.896376913
A_25_P00011838	-1.025821303
A_25_P00011839	-3.683239002
A_25_P00011840	-2.096146775
A_25_P00011841	1.033172193
A_25_P00011842	1.307012232
A_25_P00011843	-0.862524982
A_25_P00011844	
A_25_P00011845	-2.100609414
A_25_P00011846	-2.305668905
A_25_P00011847	-1.669256972
A_25_P00011848	-2.685379239
A_25_P00011849	-2.780357172
A_25_P00011850	-2.792306328
A_25_P00011851	
A_25_P00011852	3.233915251
A_25_P00011853	3.828190329
A_25_P00011854	3.11590057
A_25_P00011855	3.434087249
A_25_P00011856	-2.197377212
A_25_P00011857	-2.084168299
A_25_P00011858	-2.253816972
A_25_P00011859	-1.999793313
A_25_P00011860	-1.515281841
A_25_P00011861	-0.667736525
A_25_P00011862	-2.802018985
A_25_P00011863	-1.741211895
A_25_P00011864	-2.082713805
A_25_P00011865	-3.36167394
A_25_P00011866	-1.537261106
A_25_P00011867	-1.964296111
A_25_P00011868	-2.104099067
A_25_P00011869	
A_25_P00011870	
A_25_P00011871	-2.179218824
A_25_P00011872	-2.684961902
A_25_P00011873	-3.9900303
A_25_P00011874	-1.98514219
A_25_P00011875	-2.062557473
A_25_P00011876	-2.864008848
A_25_P00011877	-3.06865555
A_25_P00011878	-3.792162225
A_25_P00011879	-2.248685387
A_25_P00011880	-1.800452446
A_25_P00011881	-0.961392679
A_25_P00011882	-1.271990309
A_25_P00011883	-2.158674048
A_25_P00011884	-2.921034049
A_25_P00011885	-1.411782632
A_25_P00011886	-0.98505036
A_25_P00011887	-2.72961042
A_25_P00011888	-2.461302593
A_25_P00011889	-2.645639226
A_25_P00011890	
A_25_P00011891	-5.838802272
A_25_P00011892	-3.130472135
A_25_P00011893	-1.916020256
A_25_P00011894	-3.279998783
A_25_P00011895	-2.250458575
A_25_P00011896	-1.356258347
A_25_P00011897	-2.086288276
A_25_P00011898	-4.204158809
A_25_P00011899	-1.946266937
A_25_P00011940	2.887962035
A_25_P00011941	-1.862295101
A_25_P00011942	1.974525188
A_25_P00011943	-1.34312966
A_25_P00011944	-2.065835844
A_25_P00011945	-3.159860445
A_25_P00011946	-1.89676645
A_25_P00011947	-0.78075447
A_25_P00011948	-2.791332732
A_25_P00011949	-1.894347756
A_25_P00011950	-1.995696577
A_25_P00011951	-0.889076147
A_25_P00011952	-1.353444043
A_25_P00011953	-2.07027134
A_25_P00011954	1.608483316
A_25_P00011955	-0.088760843
A_25_P00011956	4.48036357
A_25_P00011957	5.581380039
A_25_P00011958	-6.106061676
A_25_P00011959	1.438962243
A_25_P00011960	-0.325685321
A_25_P00011961	-2.643927933
A_25_P00011962	-1.734881622
A_25_P00011963	
A_25_P00011964	3.440637307
A_25_P00011965	4.036059971
A_25_P00011966	-1.824083199
A_25_P00011967	-1.19073743
A_25_P00011968	-3.432669764
A_25_P00011969	-2.277395274
A_25_P00011970	-0.670693579
A_25_P00011971	-0.071366095
A_25_P00011972	7.283462973
A_25_P00011973	6.034385157
A_25_P00011974	6.090146113
A_25_P00011975	5.611257511
A_25_P00011976	3.300786034
A_25_P00011977	2.640316209
A_25_P00011978	-2.034563734
A_25_P00011979	-1.20686863
DarkCorner	-1.108024352
NC1_00000197	-1.259849371
NC1_00000215	-1.928957481
NC2_00079215	-1.636990773
NC2_00092197	-2.37681354
NC2_00106057	-1.82659326
NC2_00122731	-2.297249393
SCorner3	-1.848275437
dmr_285_18	-1.423409065
dmr_285_19	-1.33690407
dmr_308_21	-3.259705893
dmr_308_22	
dmr_316_21	-2.828150378
dmr_316_22	-2.120183519
dmr_31a_18	-2.804756576
dmr_31a_19	-3.586853545
dmr_3_16	-2.341559259
dmr_3_17	-2.411310034
dmr_6_21	-1.413572256
dmr_6_22	-1.541653512
hur_1_19	15.38824605
hur_1_20	15.4841807
hur_1_21	15.6246168
hur_1_22	15.29747577
hur_2_19	15.93005236
hur_2_20	15.5622192
hur_2_21	16.08485792
hur_2_22	16.00766239
hur_4_26	9.947788975
hur_4_27	12.53909841
hur_4_28	13.23685151
hur_4_29	12.99556115
hur_5_22	5.877012217
hur_5_23	5.709371405
hur_5_24	5.440328239
hur_5_25	5.389498045
hur_6_27	13.77090292
hur_6_28	13.81305027
hur_6_29	14.00357168
miRNABrightCorner30	7.723354217
mr_1_20	10.43727829
mr_1_21	10.97274928
mr_1_22	11.26696828
mr_1_23	11.65252749
!sample_table_end
^SAMPLE = GSM729686
!Sample_title = Burkitt Lymphoma8, miRNA
!Sample_geo_accession = GSM729686
!Sample_status = Public on Apr 03 2012
!Sample_submission_date = May 23 2011
!Sample_last_update_date = Apr 03 2012
!Sample_type = RNA
!Sample_channel_count = 1
!Sample_source_name_ch1 = Tumoral sample
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_characteristics_ch1 = tissue: B-cell lymphoma
!Sample_characteristics_ch1 = tumor type: Burkitt lymphoma
!Sample_molecule_ch1 = total RNA
!Sample_extract_protocol_ch1 = Total RNA was extracted by Trizol reagent (Invitrogen, Carlsbad, CA, USA).
!Sample_label_ch1 = Cy3
!Sample_label_protocol_ch1 = 100ng of total RNA were dephosphorylated, denaturalizated, treated with ligase T4 and labelled with Cy3 for 2 hours at 16ºC.
!Sample_hyb_protocol = Hybridization settings: 20 hours, at 55ºC, at 20rpm. Blocking agent, hybridization and washing buffers was performed according to Agilent's recommendations.
!Sample_scan_protocol = Scan resolution 5um on an Agilent scanner.
!Sample_description = 251643611654_S01_miRNA-v1_95_May07_2_3_BL
!Sample_description = Corresponds to GSM568274
!Sample_data_processing = Limma package was used to import the data. After between-array median normalization by the R program, significant analysis of microarray (SAM) Excel macro was used.
!Sample_platform_id = GPL8617
!Sample_contact_name = Lorena,,Di Lisio
!Sample_contact_email = lorena.dilisio@libero.it
!Sample_contact_institute = CNIO
!Sample_contact_address = C/ Melchor Fernández Almagro, 3
!Sample_contact_city = Madrid
!Sample_contact_zip/postal_code = 28029
!Sample_contact_country = Spain
!Sample_supplementary_file = ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM729nnn/GSM729686/suppl/GSM729686.txt.gz
!Sample_relation = Reanalysis of: GSM568274
!Sample_series_id = GSE23026
!Sample_series_id = GSE29491
!Sample_data_row_count = 1555
#ID_REF = 
#VALUE = Normalized signal intensity
!sample_table_begin
ID_REF	VALUE
(-)3xSLv1	-2.94325831
A_25_P00010003	2.632644179
A_25_P00010004	0.51496514
A_25_P00010005	8.387377023
A_25_P00010006	5.91562464
A_25_P00010007	2.009137932
A_25_P00010008	1.419530516
A_25_P00010009	1.055389182
A_25_P00010010	-2.931136249
A_25_P00010011	-4.56740364
A_25_P00010012	-1.7340736
A_25_P00010013	-3.171356605
A_25_P00010014	1.21112574
A_25_P00010015	-2.18237032
A_25_P00010016	-4.175281494
A_25_P00010017	-2.124895343
A_25_P00010018	-2.379292899
A_25_P00010019	-3.580243108
A_25_P00010020	-1.002106662
A_25_P00010021	-1.309185968
A_25_P00010023	-3.216923617
A_25_P00010024	-2.076877833
A_25_P00010025	-3.429314466
A_25_P00010026	-3.273145025
A_25_P00010027	6.377897901
A_25_P00010028	3.916728305
A_25_P00010029	
A_25_P00010030	
A_25_P00010031	-6.202197771
A_25_P00010032	
A_25_P00010035	-1.489115907
A_25_P00010036	-1.998495228
A_25_P00010037	
A_25_P00010038	-4.134359096
A_25_P00010039	-3.328755991
A_25_P00010040	-4.913010487
A_25_P00010041	-2.501912374
A_25_P00010042	-2.58515368
A_25_P00010043	-1.98009395
A_25_P00010044	-1.596775756
A_25_P00010045	5.061174085
A_25_P00010046	3.976223757
A_25_P00010047	0.926873277
A_25_P00010048	-0.917280937
A_25_P00010049	-3.294885916
A_25_P00010050	-2.654964417
A_25_P00010051	-2.31632087
A_25_P00010052	-2.512571511
A_25_P00010053	6.840415637
A_25_P00010054	3.663061232
A_25_P00010055	-4.275249467
A_25_P00010056	-2.769563796
A_25_P00010057	-4.102225854
A_25_P00010058	-3.207972694
A_25_P00010059	-0.409790831
A_25_P00010060	-1.789067527
A_25_P00010061	-2.107583689
A_25_P00010062	-1.965718651
A_25_P00010063	-2.79125495
A_25_P00010068	3.013540184
A_25_P00010069	4.020817897
A_25_P00010070	6.743375315
A_25_P00010071	6.146706612
A_25_P00010072	5.073078548
A_25_P00010073	2.194954424
A_25_P00010074	-3.174397786
A_25_P00010075	-2.321670528
A_25_P00010076	3.819579309
A_25_P00010077	3.720570694
A_25_P00010078	4.593401937
A_25_P00010079	1.892921201
A_25_P00010080	-3.811258593
A_25_P00010081	-2.795686629
A_25_P00010082	7.839047059
A_25_P00010083	6.070928321
A_25_P00010084	1.715174702
A_25_P00010085	3.361720936
A_25_P00010086	5.812601554
A_25_P00010088	6.188417242
A_25_P00010089	3.770884528
A_25_P00010090	-1.527315307
A_25_P00010091	-3.106904807
A_25_P00010092	-2.843561034
A_25_P00010093	-4.389184243
A_25_P00010094	-0.969302964
A_25_P00010095	-3.84312137
A_25_P00010096	-2.448827896
A_25_P00010097	6.724390976
A_25_P00010098	9.837965817
A_25_P00010099	-3.195006019
A_25_P00010100	-3.398178901
A_25_P00010101	4.289970139
A_25_P00010102	2.147600492
A_25_P00010103	-2.769934139
A_25_P00010104	-2.19208941
A_25_P00010109	8.827163209
A_25_P00010110	7.597082922
A_25_P00010113	-0.135195178
A_25_P00010114	-0.862553341
A_25_P00010115	-2.022251802
A_25_P00010116	-2.188153536
A_25_P00010117	-0.87097962
A_25_P00010118	-3.45259122
A_25_P00010119	-3.201586332
A_25_P00010120	-2.889541197
A_25_P00010121	-2.047393961
A_25_P00010122	-1.14440198
A_25_P00010123	-3.599567404
A_25_P00010124	-2.575286813
A_25_P00010125	-0.290199341
A_25_P00010126	-1.827283457
A_25_P00010127	-1.872783099
A_25_P00010128	-2.3160122
A_25_P00010129	1.156275841
A_25_P00010130	3.120005095
A_25_P00010131	4.112626191
A_25_P00010132	4.909909219
A_25_P00010133	2.495139998
A_25_P00010134	-1.064249148
A_25_P00010135	2.109509188
A_25_P00010136	1.20357825
A_25_P00010137	-3.137567042
A_25_P00010138	-2.802690149
A_25_P00010141	7.327950664
A_25_P00010142	6.862253585
A_25_P00010147	-4.494490668
A_25_P00010148	-2.119226541
A_25_P00010149	-0.849998117
A_25_P00010150	-3.0207819
A_25_P00010151	2.307230843
A_25_P00010152	1.679653028
A_25_P00010153	3.567345371
A_25_P00010154	2.887312524
A_25_P00010155	-2.102034399
A_25_P00010156	-2.197949242
A_25_P00010157	-1.988220212
A_25_P00010158	-2.39470338
A_25_P00010159	-2.070468781
A_25_P00010160	-2.390888846
A_25_P00010161	-3.91621987
A_25_P00010162	-2.498710109
A_25_P00010163	-1.780871078
A_25_P00010164	-4.023940587
A_25_P00010165	-3.511612237
A_25_P00010166	-2.133141332
A_25_P00010167	-2.938127638
A_25_P00010168	-2.897967555
A_25_P00010169	-2.967221065
A_25_P00010170	-2.921166822
A_25_P00010171	-3.145746058
A_25_P00010172	-1.853496457
A_25_P00010173	-6.475163286
A_25_P00010174	-3.221749995
A_25_P00010175	-3.206037727
A_25_P00010176	-3.228924014
A_25_P00010177	-4.090047229
A_25_P00010178	-4.444811166
A_25_P00010179	-5.257242792
A_25_P00010180	-1.509304775
A_25_P00010181	-1.973075695
A_25_P00010182	-0.479579443
A_25_P00010183	-3.810767495
A_25_P00010184	2.798281874
A_25_P00010185	5.109457969
A_25_P00010190	1.240425941
A_25_P00010191	-0.176605078
A_25_P00010192	
A_25_P00010193	
A_25_P00010194	-2.382596714
A_25_P00010195	-2.774150026
A_25_P00010196	3.370585045
A_25_P00010197	2.21007472
A_25_P00010198	-2.123098143
A_25_P00010199	-2.727166988
A_25_P00010200	-2.261989036
A_25_P00010201	-3.581945909
A_25_P00010204	7.336802094
A_25_P00010205	6.003664963
A_25_P00010206	-1.823133902
A_25_P00010207	-3.762022822
A_25_P00010208	-2.934355507
A_25_P00010209	-2.203617625
A_25_P00010210	-1.660115362
A_25_P00010211	-2.300361708
A_25_P00010212	0.456457884
A_25_P00010213	1.354343732
A_25_P00010214	-2.109900529
A_25_P00010219	-2.427079585
A_25_P00010220	-2.069304413
A_25_P00010221	-1.380168608
A_25_P00010222	-5.024002148
A_25_P00010223	-0.632663885
A_25_P00010224	-0.24153599
A_25_P00010225	-0.027006296
A_25_P00010226	0.89283328
A_25_P00010227	1.823048128
A_25_P00010228	0.997343487
A_25_P00010229	1.227300368
A_25_P00010230	4.421286981
A_25_P00010231	4.619424985
A_25_P00010232	4.333420586
A_25_P00010233	-2.164949505
A_25_P00010234	-4.693678571
A_25_P00010235	-3.826598911
A_25_P00010236	-1.565231694
A_25_P00010237	-0.556717264
A_25_P00010238	4.8483539
A_25_P00010239	-2.367339821
A_25_P00010244	-4.32182581
A_25_P00010245	-1.770650661
A_25_P00010246	4.292859569
A_25_P00010247	4.173145258
A_25_P00010248	4.346651411
A_25_P00010249	4.413916322
A_25_P00010258	-3.080501488
A_25_P00010259	-2.817765088
A_25_P00010260	-3.937393312
A_25_P00010261	-2.211428482
A_25_P00010262	-0.469371401
A_25_P00010263	-1.029656904
A_25_P00010264	-2.282158479
A_25_P00010265	-3.167725757
A_25_P00010266	-4.215402888
A_25_P00010267	-3.353507727
A_25_P00010268	-2.748847706
A_25_P00010269	-2.432955977
A_25_P00010270	2.497141012
A_25_P00010271	1.156715604
A_25_P00010272	-4.597476558
A_25_P00010273	-2.60345054
A_25_P00010274	0.383060026
A_25_P00010275	0.843065905
A_25_P00010276	-0.62616335
A_25_P00010277	7.708674914
A_25_P00010278	7.059007729
A_25_P00010279	3.859504276
A_25_P00010280	2.461181824
A_25_P00010281	3.36095383
A_25_P00010282	4.289840405
A_25_P00010283	2.243885262
A_25_P00010284	0.462278986
A_25_P00010285	6.548342463
A_25_P00010286	5.610331587
A_25_P00010287	0.72112799
A_25_P00010288	1.654431789
A_25_P00010291	-1.069341163
A_25_P00010292	-1.983959224
A_25_P00010293	-2.695294437
A_25_P00010294	-3.202396057
A_25_P00010295	-2.218408779
A_25_P00010296	-0.874447956
A_25_P00010305	5.594615423
A_25_P00010306	3.041565045
A_25_P00010309	-1.508987523
A_25_P00010310	-3.185725638
A_25_P00010311	-1.07821819
A_25_P00010312	-3.071304658
A_25_P00010313	-1.963895225
A_25_P00010315	-3.489877882
A_25_P00010316	-1.728481897
A_25_P00010317	-2.567767853
A_25_P00010318	-1.739857158
A_25_P00010321	-4.080053646
A_25_P00010322	-2.362032897
A_25_P00010323	-3.034427587
A_25_P00010324	-2.051376669
A_25_P00010325	-1.60555256
A_25_P00010326	-0.432411394
A_25_P00010327	-0.677492457
A_25_P00010328	-2.800167688
A_25_P00010329	-2.09348003
A_25_P00010330	-2.38841666
A_25_P00010331	-3.33127174
A_25_P00010332	-1.54668059
A_25_P00010333	-1.8395751
A_25_P00010334	-0.279213023
A_25_P00010335	-0.854623702
A_25_P00010336	-2.569141853
A_25_P00010337	-2.308083766
A_25_P00010338	3.258897435
A_25_P00010339	2.148928439
A_25_P00010340	-0.11420423
A_25_P00010341	-2.769656328
A_25_P00010342	0.222016342
A_25_P00010343	-0.46937207
A_25_P00010344	2.68401436
A_25_P00010345	2.545163961
A_25_P00010346	1.036012332
A_25_P00010347	0.63108544
A_25_P00010348	-0.915179129
A_25_P00010349	-2.863467822
A_25_P00010350	-3.767736703
A_25_P00010351	-2.186051402
A_25_P00010352	0.540905188
A_25_P00010353	-4.293069191
A_25_P00010354	-3.089877588
A_25_P00010355	-2.654468006
A_25_P00010356	-1.531271501
A_25_P00010357	-3.51018837
A_25_P00010358	-2.416173758
A_25_P00010359	-0.07590086
A_25_P00010360	-3.079119823
A_25_P00010361	-2.442098892
A_25_P00010362	-1.821970259
A_25_P00010364	-3.199073432
A_25_P00010365	-4.247455511
A_25_P00010366	-3.752709622
A_25_P00010367	-1.650463667
A_25_P00010368	-2.187745085
A_25_P00010369	-3.146580306
A_25_P00010370	-2.048837502
A_25_P00010371	-1.161576008
A_25_P00010372	-1.069830545
A_25_P00010373	-2.34720556
A_25_P00010374	-0.591874878
A_25_P00010375	-3.385668387
A_25_P00010376	-2.690758207
A_25_P00010377	-1.223205723
A_25_P00010378	-3.068137333
A_25_P00010379	-3.26000053
A_25_P00010380	-2.864664284
A_25_P00010381	-0.891644338
A_25_P00010382	0.288173489
A_25_P00010383	-1.403386987
A_25_P00010384	-1.572741032
A_25_P00010385	-3.2520036
A_25_P00010386	2.703697634
A_25_P00010387	-0.150563107
A_25_P00010390	2.010432041
A_25_P00010391	0.274660236
A_25_P00010392	-2.1786207
A_25_P00010393	0.983397018
A_25_P00010394	4.46899746
A_25_P00010395	2.902565722
A_25_P00010396	1.556176456
A_25_P00010397	-2.830809746
A_25_P00010398	-2.334339799
A_25_P00010399	-4.025253885
A_25_P00010400	-3.567603875
A_25_P00010401	8.810015727
A_25_P00010402	6.927251718
A_25_P00010403	5.921761813
A_25_P00010404	5.650088949
A_25_P00010405	-2.994340519
A_25_P00010406	-2.563175254
A_25_P00010407	-1.579996947
A_25_P00010408	-2.067406661
A_25_P00010411	-3.819118794
A_25_P00010412	-4.116122369
A_25_P00010413	4.453505881
A_25_P00010414	4.345545625
A_25_P00010415	0.776457129
A_25_P00010416	2.858117743
A_25_P00010417	-3.77530022
A_25_P00010418	-4.823095261
A_25_P00010423	-4.699191074
A_25_P00010424	-3.050434182
A_25_P00010425	
A_25_P00010426	-1.874296112
A_25_P00010427	-2.955058244
A_25_P00010428	-1.711449944
A_25_P00010431	3.084389819
A_25_P00010432	1.871077137
A_25_P00010433	8.072857519
A_25_P00010434	7.015548795
A_25_P00010435	-3.947335141
A_25_P00010436	-1.384179461
A_25_P00010437	6.22767118
A_25_P00010438	5.679406575
A_25_P00010439	4.475811591
A_25_P00010440	3.965759314
A_25_P00010441	-4.075712177
A_25_P00010442	-3.618289478
A_25_P00010443	-3.22298474
A_25_P00010444	-2.692452487
A_25_P00010445	-4.061956378
A_25_P00010446	-1.848956969
A_25_P00010447	-2.408103587
A_25_P00010448	-1.232783253
A_25_P00010449	-1.730763636
A_25_P00010450	-3.095257275
A_25_P00010452	-3.215795078
A_25_P00010457	2.387987647
A_25_P00010458	1.612613443
A_25_P00010459	2.200795824
A_25_P00010460	0.122269602
A_25_P00010461	-2.779261131
A_25_P00010464	1.254983062
A_25_P00010465	0.948197708
A_25_P00010466	3.397940484
A_25_P00010467	6.260409099
A_25_P00010468	4.469514941
A_25_P00010469	2.229659988
A_25_P00010470	0.831328278
A_25_P00010471	1.533544089
A_25_P00010472	-0.428246205
A_25_P00010473	-2.395856958
A_25_P00010474	3.731808322
A_25_P00010475	2.41937042
A_25_P00010476	-1.949110447
A_25_P00010477	-0.94236509
A_25_P00010478	-0.978263556
A_25_P00010479	-1.990371095
A_25_P00010480	3.631619535
A_25_P00010481	2.209528715
A_25_P00010482	-4.490929957
A_25_P00010483	-2.507171498
A_25_P00010484	-3.947014533
A_25_P00010485	-4.695712707
A_25_P00010486	-3.305550396
A_25_P00010487	-1.520585756
A_25_P00010488	-2.221357883
A_25_P00010489	-0.318419501
A_25_P00010490	1.607184356
A_25_P00010491	2.319499354
A_25_P00010492	2.167006157
A_25_P00010493	2.128624227
A_25_P00010494	-1.095336439
A_25_P00010495	-2.133653808
A_25_P00010496	1.922696393
A_25_P00010497	-0.098525227
A_25_P00010498	-1.259887841
A_25_P00010499	-1.829626314
A_25_P00010500	-4.49625995
A_25_P00010501	-0.126115896
A_25_P00010502	2.341021054
A_25_P00010503	-1.856422685
A_25_P00010504	-3.988363184
A_25_P00010505	-1.492111546
A_25_P00010506	-1.601620274
A_25_P00010507	-2.231561164
A_25_P00010508	-1.888456494
A_25_P00010509	-2.243345564
A_25_P00010510	-2.135429235
A_25_P00010511	9.271498609
A_25_P00010512	8.184001179
A_25_P00010513	7.617594612
A_25_P00010514	-2.554560333
A_25_P00010515	-3.005972698
A_25_P00010516	-2.71895348
A_25_P00010517	-4.005775209
A_25_P00010518	-2.476933036
A_25_P00010520	5.881253138
A_25_P00010523	-1.952953571
A_25_P00010524	-3.375360452
